"kclust","Age","Overall","Potential","Wage","InternationalReputation","JerseyNumber","Height","Weight","ST","CF","W","CAM","CM","OM","CDM","WB","CB","FB","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle"
"12706",3,26,67,67,3,1,20,68,152,60,64,66,65,60,66,49,53,41,50,65,58,43,64,45,68,58,47,61,68,83,79,80,59,70,57,51,60,45,59,45,34,66,62,58,55,35,30,28
"12707",3,20,67,79,6,1,19,70,154,60,63,65,64,61,66,56,61,52,60,70,48,58,66,61,67,62,58,58,68,83,80,63,64,74,58,73,62,40,52,32,50,64,60,54,67,60,52,41
"12708",3,24,67,70,2,1,25,67,139,62,65,66,65,59,65,48,51,41,48,61,65,40,66,45,70,64,68,57,68,66,75,81,65,76,64,47,63,59,45,32,28,63,64,56,60,48,25,22
"12709",3,31,67,67,2,1,7,70,137,62,64,65,64,61,66,56,60,52,58,56,53,55,66,54,70,57,52,62,71,81,90,81,66,84,68,73,79,67,52,64,44,50,53,60,72,30,48,47
"12710",3,25,67,70,4,1,7,69,168,61,64,66,64,60,66,52,56,46,54,65,60,52,61,54,74,61,57,63,63,84,81,82,57,72,62,52,69,38,63,57,46,59,57,58,55,38,41,32
"12711",3,23,67,72,8,1,28,66,134,58,63,65,64,60,66,48,52,39,49,67,62,38,63,44,65,35,39,68,62,78,77,90,64,87,49,71,70,34,39,54,29,70,61,45,56,30,31,26
"12712",3,30,67,67,4,1,12,70,152,62,65,67,65,60,66,51,54,46,52,71,60,52,56,49,72,66,62,63,72,82,74,84,62,80,58,63,51,60,69,48,52,61,61,55,54,32,35,28
"12713",2,33,67,67,1,1,17,72,176,57,58,59,58,59,61,64,66,65,66,69,37,55,66,57,60,67,47,57,66,70,75,62,65,66,66,72,68,72,43,65,64,52,48,40,62,67,67,63
"12714",3,25,67,68,5,1,26,68,146,56,62,64,64,60,66,47,52,39,48,64,39,38,68,49,72,62,62,65,70,79,78,77,62,84,54,68,65,53,44,48,16,61,62,57,56,22,29,37
"12715",3,25,67,70,4,1,11,70,154,64,64,66,63,57,65,46,50,42,46,72,67,55,59,63,71,73,46,59,72,77,74,68,53,72,66,65,52,63,60,51,20,58,58,75,55,48,23,21
"12716",3,23,67,72,8,1,7,66,134,63,66,68,64,56,66,43,50,36,47,61,63,42,57,68,74,65,59,51,70,92,87,93,56,93,67,79,65,44,62,34,24,63,53,56,54,29,22,24
"12717",3,24,67,70,3,1,10,70,165,62,64,66,64,59,66,48,53,41,50,57,60,45,62,53,68,59,59,58,66,88,90,80,55,76,63,51,76,59,57,43,30,62,61,60,69,32,34,25
"12718",3,22,67,78,13,1,8,66,139,56,61,63,65,62,63,52,53,45,51,57,52,51,74,47,71,61,60,64,71,69,63,77,58,84,53,67,51,35,46,45,28,45,73,59,70,30,53,46
"12719",3,28,67,67,3,1,9,73,163,66,66,67,63,55,65,41,48,38,45,53,63,62,49,61,75,53,49,48,64,91,91,83,70,57,61,82,75,64,59,34,19,66,53,71,60,30,15,13
"12720",3,25,67,70,8,1,75,71,163,62,64,65,63,58,66,48,52,41,49,66,59,44,67,52,71,59,49,59,66,78,82,62,58,65,64,46,64,63,58,50,26,61,55,64,52,33,29,28
"12721",2,22,67,73,5,1,24,70,143,59,63,65,65,65,66,64,66,61,65,71,59,48,69,54,67,56,51,66,69,72,74,73,62,73,60,74,65,48,53,59,67,49,68,49,62,63,62,64
"12722",3,26,67,67,5,1,14,73,183,64,66,67,66,61,66,53,55,49,53,63,64,53,65,50,66,56,57,53,69,74,72,75,68,61,65,67,68,66,62,54,37,67,64,48,64,42,41,28
"12723",3,24,67,70,5,1,17,70,163,64,65,66,64,59,65,51,55,48,54,54,60,57,58,58,67,64,42,54,66,90,92,81,61,71,59,73,64,63,58,48,42,66,63,53,68,31,40,42
"12724",2,25,67,70,3,1,22,69,165,61,63,65,64,63,65,59,61,55,59,59,58,47,65,55,69,64,61,63,69,75,73,73,53,74,59,62,78,63,54,58,50,64,65,47,63,49,59,54
"12725",3,26,67,67,4,1,17,72,168,60,63,66,63,57,65,47,52,40,48,64,60,40,61,42,73,56,50,60,66,88,83,86,55,81,63,56,68,55,62,50,26,55,51,56,56,40,28,22
"12726",3,36,67,67,2,1,24,71,179,63,65,66,67,66,67,59,59,54,56,72,59,48,69,66,68,74,69,71,70,64,57,73,68,72,66,60,61,69,68,43,43,66,69,68,69,65,51,38
"12727",3,31,67,67,5,1,7,70,165,65,65,66,64,60,66,54,58,50,56,65,65,50,64,60,63,66,59,56,67,82,81,73,59,72,72,69,70,67,54,55,50,72,55,51,60,35,43,39
"12728",2,24,67,71,5,1,5,69,161,59,62,62,63,65,63,66,65,64,65,55,45,53,66,32,62,50,50,65,67,67,69,74,63,72,73,60,80,69,69,72,65,55,69,58,58,58,70,68
"12729",3,31,67,67,4,1,24,72,168,61,63,65,63,60,66,53,58,48,56,68,57,43,62,58,70,67,53,59,63,78,82,77,61,70,63,54,75,67,60,49,40,61,60,51,56,32,49,45
"12730",3,23,67,72,4,1,55,67,150,65,65,66,65,57,65,42,45,36,42,60,67,52,61,64,70,56,40,56,66,79,77,81,62,83,70,80,59,61,57,54,17,63,63,62,71,18,14,12
"12731",2,23,67,75,1,1,22,67,154,56,61,65,64,61,65,57,60,54,58,70,47,55,66,32,71,70,62,58,67,76,79,76,65,76,30,80,64,61,59,66,59,55,61,45,57,32,46,48
"12732",2,22,67,75,2,1,15,74,185,59,61,63,63,64,65,67,67,68,67,69,50,66,68,35,66,31,34,65,68,68,67,61,58,50,42,74,75,82,38,70,64,63,66,47,62,62,70,73
"12733",3,19,67,78,15,1,10,67,134,61,66,67,66,60,65,49,53,40,49,56,61,38,65,62,74,74,55,49,76,78,73,86,55,79,68,45,68,37,70,42,33,58,62,60,68,39,34,26
"12734",3,23,67,72,1,1,15,71,154,62,64,65,64,60,65,53,56,48,54,62,59,56,65,49,72,48,41,59,70,75,78,73,59,65,61,57,59,52,55,38,53,60,57,55,54,37,42,35
"12735",3,23,67,73,3,1,17,65,134,58,63,66,64,60,66,55,59,50,57,57,59,34,62,40,70,55,47,52,67,86,84,88,59,92,55,75,76,55,48,60,49,56,67,48,65,41,45,46
"12736",3,32,67,67,3,1,25,70,187,66,67,67,67,64,65,59,58,59,57,61,58,61,68,67,77,71,58,63,71,60,67,67,69,69,67,68,34,71,63,65,54,68,62,66,68,45,57,54
"12737",3,24,67,70,2,1,11,69,163,61,65,66,64,59,66,54,59,51,57,63,63,37,57,53,70,51,42,44,65,83,80,78,67,82,55,64,77,57,56,69,44,65,64,48,62,40,52,46
"12738",3,20,67,78,3,1,31,69,143,61,65,67,64,57,66,44,52,38,49,67,61,42,59,54,75,64,48,42,71,80,77,75,59,74,62,49,63,41,55,35,27,65,61,59,54,27,32,30
"12739",3,34,67,67,3,1,29,69,150,62,65,66,65,60,66,52,55,46,52,68,62,35,63,58,67,64,62,57,65,75,73,78,68,78,68,69,72,65,66,54,29,65,63,67,69,55,33,32
"12740",2,28,66,66,3,1,10,73,165,63,64,64,65,66,65,62,61,57,58,63,64,52,67,54,68,55,64,65,67,59,50,62,62,60,70,57,84,78,66,65,55,65,70,65,66,51,52,52
"12741",3,27,66,66,4,1,17,70,179,64,65,65,64,59,65,50,53,47,51,59,64,56,61,62,67,55,53,54,66,83,80,75,63,70,65,79,75,74,64,57,25,60,59,64,69,32,39,33
"12742",3,25,66,67,3,1,10,69,154,65,65,65,63,56,64,46,52,42,49,61,67,55,62,61,65,58,43,47,69,80,84,74,57,71,76,49,66,48,61,41,24,61,55,60,55,51,28,23
"12743",3,22,66,70,2,1,22,67,143,61,64,64,65,63,65,59,60,54,59,54,57,52,66,57,69,70,53,63,70,73,69,79,63,72,62,49,73,49,57,67,54,64,59,58,63,47,51,54
"12744",3,24,66,69,8,1,7,71,181,60,62,64,63,60,64,49,53,42,50,63,59,42,64,54,66,64,63,62,64,74,73,75,60,74,62,59,75,64,64,40,29,58,63,59,64,30,31,35
"12745",3,23,66,72,9,1,49,69,154,66,66,66,65,59,65,50,52,46,49,58,64,61,63,63,66,68,69,54,68,74,75,76,64,72,68,71,69,73,70,55,34,65,62,64,68,57,15,20
"12746",3,29,66,66,3,1,7,66,132,66,66,67,65,57,65,44,48,39,45,56,61,58,63,58,70,46,51,47,65,81,71,93,69,95,72,75,63,58,64,50,25,73,54,57,61,30,13,18
"12747",3,25,66,69,2,1,10,70,154,63,65,65,63,56,65,45,52,43,50,55,62,56,61,49,65,44,30,49,66,93,93,71,60,56,62,73,64,60,58,36,13,61,58,70,52,39,35,37
"12748",3,33,66,66,2,1,7,69,148,59,63,65,62,57,64,44,48,34,44,66,60,32,63,54,67,62,50,60,65,79,81,66,61,60,61,64,62,39,60,53,24,63,50,50,58,18,25,15
"12749",3,30,66,66,3,1,7,69,165,58,63,65,64,58,65,47,51,40,48,62,47,41,67,48,71,62,46,55,67,84,86,76,55,74,56,35,54,56,53,52,23,58,68,57,64,24,31,37
"12750",3,28,66,66,1,1,7,69,161,63,64,64,64,63,65,58,60,55,58,60,61,52,64,57,65,46,41,59,64,69,72,74,64,75,71,72,82,65,65,66,56,64,64,49,63,46,45,49
"12751",3,23,66,75,1,1,33,72,176,64,64,64,64,61,65,52,52,45,49,65,62,45,63,64,64,63,65,67,61,75,67,66,65,67,80,55,75,72,68,70,28,65,66,56,64,38,30,30
"12752",3,26,66,66,3,1,19,69,141,63,64,67,65,59,64,51,54,49,53,63,63,53,60,59,68,55,56,59,66,81,82,93,60,78,56,86,49,61,66,43,41,62,62,51,61,42,38,41
"12753",3,27,66,66,5,1,11,70,150,60,63,65,63,58,65,50,55,46,52,64,56,42,64,53,65,41,43,53,64,83,89,88,56,75,62,81,75,69,58,57,24,60,62,51,55,48,30,36
"12754",3,20,66,76,3,1,37,68,152,62,64,66,64,57,64,46,50,41,48,59,56,48,64,57,71,48,42,55,71,83,80,83,56,86,70,61,54,63,55,39,21,62,54,50,50,28,29,35
"12755",3,21,66,71,4,1,29,65,148,59,63,65,64,62,65,57,60,51,58,63,63,41,62,54,69,61,51,63,72,77,70,90,58,95,59,82,67,32,60,60,52,56,58,53,58,49,52,50
"12756",3,27,66,66,4,1,7,69,161,64,64,66,63,58,65,51,55,48,52,61,63,56,58,63,71,53,58,50,66,79,82,77,58,78,61,48,69,74,62,66,45,63,59,56,64,23,39,37
"12757",2,22,66,72,1,1,17,72,165,60,61,64,62,61,64,63,65,61,65,68,59,53,63,45,58,66,51,65,63,88,79,68,64,71,51,59,68,63,55,70,61,58,59,50,56,60,63,62
"12758",3,21,66,79,4,1,27,70,157,58,63,65,64,62,65,56,59,51,57,69,50,48,65,48,70,72,44,66,70,72,70,68,67,70,62,33,45,37,47,59,46,59,64,70,57,48,52,54
"12759",3,29,66,66,2,1,13,70,159,65,64,65,63,60,65,52,55,48,52,63,63,62,62,56,66,59,56,61,62,76,74,83,61,77,65,83,77,76,63,53,52,67,55,62,59,21,34,32
"12760",3,25,66,67,6,1,11,73,168,63,64,66,62,54,64,43,50,40,47,59,59,52,63,44,68,54,36,37,67,86,90,78,62,65,63,70,64,66,55,31,23,63,49,60,62,40,20,17
"12761",3,34,66,66,3,1,9,68,152,63,65,64,66,62,64,50,51,42,49,55,67,62,64,74,62,57,59,66,57,75,55,80,75,80,50,55,71,50,58,34,46,75,71,67,62,30,25,26
"12762",3,18,66,79,1,1,8,72,168,65,64,65,63,58,64,47,51,42,48,61,67,62,64,65,72,63,67,54,64,78,75,70,58,66,68,62,67,71,62,34,41,57,58,63,67,34,14,20
"12763",3,26,66,67,3,1,27,71,165,66,66,66,65,60,65,52,54,49,52,59,63,60,60,60,72,78,50,55,68,73,72,79,60,73,77,77,71,67,72,69,34,63,60,65,62,40,34,38
"12764",3,19,66,84,10,1,18,69,134,59,65,66,65,59,65,47,51,40,47,56,62,37,63,45,77,62,61,55,70,76,71,87,57,92,56,55,54,32,54,48,30,64,60,60,61,42,33,27
"12765",3,22,66,76,2,1,10,70,163,61,64,66,64,59,65,52,54,46,51,54,61,32,59,51,71,61,47,57,70,81,81,81,68,80,63,35,65,63,56,60,25,60,56,60,62,51,40,35
"12766",3,20,66,78,9,1,32,68,154,64,66,66,66,61,65,50,52,45,50,48,63,45,62,59,69,61,59,57,68,78,73,86,66,86,70,76,71,55,67,48,29,67,63,63,64,39,36,35
"12767",3,29,66,66,4,1,25,74,176,67,65,65,63,56,64,47,51,46,49,62,66,67,61,65,63,53,45,42,62,83,81,69,66,59,72,73,73,74,63,73,22,64,58,68,64,32,27,25
"12768",3,25,66,69,5,1,11,68,159,61,64,65,65,60,65,49,51,43,48,65,49,50,66,34,65,68,69,65,66,82,83,77,61,77,69,82,46,64,67,58,48,60,68,55,55,20,23,21
"12769",3,23,66,75,1,1,8,72,170,61,63,65,63,59,64,52,55,48,53,58,63,46,62,50,69,54,41,55,66,76,78,80,65,64,53,52,69,72,55,45,43,59,56,45,60,49,31,35
"12770",3,32,66,66,4,1,19,68,157,64,65,65,64,58,64,45,48,40,45,59,61,58,62,59,68,60,57,56,62,77,81,79,64,77,70,75,59,67,68,43,20,62,64,67,63,27,25,21
"12771",3,34,66,66,1,1,15,68,150,60,64,63,64,62,64,55,55,48,53,61,57,47,65,56,58,53,59,62,70,72,71,54,48,62,69,61,77,47,61,56,43,71,72,54,64,54,43,26
"12772",2,28,66,66,4,1,8,70,176,60,61,63,61,61,65,58,61,54,59,63,57,51,63,39,61,55,44,59,62,87,78,65,58,71,58,65,90,65,54,63,48,60,60,49,59,38,59,46
"12773",2,22,66,72,2,1,19,67,146,62,64,65,64,62,65,61,63,59,62,60,58,61,67,48,73,58,44,62,68,78,76,77,56,78,64,58,64,50,57,65,65,58,54,52,60,56,59,56
"12774",3,24,66,72,2,1,22,67,148,63,66,67,65,58,65,46,50,40,47,61,70,43,61,61,69,51,41,59,73,77,74,78,58,91,68,53,50,51,62,42,24,62,60,58,58,30,30,33
"12775",2,28,66,66,2,1,7,66,143,62,65,65,66,65,64,61,62,59,61,58,62,55,63,55,64,52,49,62,70,67,62,82,65,84,58,82,65,55,61,59,66,70,67,54,60,43,62,60
"12776",2,36,66,66,3,1,8,71,170,62,64,64,65,66,66,67,65,66,65,68,56,60,67,56,67,64,59,66,70,76,48,68,63,60,67,69,73,72,57,80,61,63,68,61,67,74,63,63
"12777",2,28,66,66,5,1,8,71,165,60,63,64,64,63,65,60,60,56,58,65,60,47,69,49,66,62,64,65,65,72,64,69,60,69,60,59,67,64,62,62,52,60,66,45,57,57,55,46
"12778",2,26,66,67,6,1,33,67,146,61,63,63,63,63,64,64,66,62,66,54,53,55,67,73,69,57,47,65,64,71,73,70,73,90,65,84,70,31,53,80,63,65,50,54,55,58,69,72
"12779",3,23,66,71,2,1,28,70,170,64,64,65,62,56,64,50,55,47,52,59,63,58,66,48,65,61,60,48,66,83,85,69,60,76,70,79,65,58,57,54,43,63,49,59,65,49,23,31
"12780",3,23,66,69,2,1,27,69,146,61,64,65,64,59,65,48,52,41,49,62,60,52,62,55,68,66,68,56,66,79,77,85,63,90,60,61,67,56,57,50,37,58,64,58,52,25,27,24
"12781",4,22,66,74,6,1,77,70,152,60,62,64,62,57,64,50,57,48,56,56,58,56,60,40,68,47,33,47,60,91,90,87,57,73,54,65,77,63,43,34,40,60,63,51,46,28,49,47
"12782",4,21,66,73,3,1,38,70,157,61,64,65,63,57,64,44,49,35,45,61,63,37,63,60,70,63,43,54,63,79,76,77,59,77,67,58,69,48,59,38,31,63,56,50,49,21,24,18
"12783",3,28,66,66,3,1,24,67,137,64,65,66,64,57,64,44,49,38,46,64,68,60,61,64,66,66,68,43,67,72,75,76,61,74,62,48,63,38,65,48,26,68,61,66,56,35,24,15
"12784",3,31,66,66,4,1,7,67,152,58,62,65,62,56,64,51,56,47,53,65,58,31,59,28,67,64,64,54,63,90,92,92,49,91,62,75,73,60,59,56,34,60,52,52,55,64,33,34
"12785",2,30,66,66,2,1,7,70,165,61,62,63,62,61,64,59,62,57,60,64,57,46,59,55,65,54,62,56,66,76,74,67,60,67,64,57,82,63,56,70,51,64,58,69,60,58,59,48
"12786",3,20,66,79,4,1,9,73,154,60,62,65,61,54,65,46,53,41,50,62,60,44,54,45,67,44,40,47,65,91,92,89,51,68,65,60,79,57,44,52,30,60,60,55,57,38,23,29
"12787",4,20,66,77,6,1,27,71,165,64,65,66,62,53,64,43,49,40,46,56,60,56,65,53,71,39,30,28,64,89,90,77,65,73,59,74,67,62,56,58,22,63,48,49,47,34,18,13
"12788",3,31,66,66,2,1,7,72,165,64,64,64,65,62,64,55,56,53,54,61,60,61,65,65,65,67,61,63,67,72,70,70,58,75,68,74,63,69,64,60,43,66,66,65,65,49,42,41
"12789",3,27,66,66,4,1,13,69,148,59,64,65,65,60,65,48,50,41,47,65,54,41,67,50,74,55,42,65,65,61,72,80,58,74,61,48,51,57,53,31,29,67,67,57,64,45,28,25
"12790",2,25,66,70,2,1,16,70,165,57,59,60,59,60,63,62,65,62,65,64,34,60,62,26,63,62,69,58,59,75,80,71,60,76,58,59,89,69,43,66,59,67,56,46,59,58,64,63
"12791",3,28,66,66,12,1,9,73,163,66,66,66,64,59,65,52,54,48,52,60,64,58,60,60,70,61,63,57,68,75,77,78,62,59,78,48,64,70,69,65,37,63,56,78,62,42,35,32
"12792",2,25,66,67,3,1,7,71,159,57,60,63,61,60,64,60,65,57,63,68,44,40,65,53,67,68,47,51,60,86,83,77,63,77,65,78,86,63,52,70,59,52,56,49,56,41,60,57
"12793",2,22,66,74,2,1,19,71,174,64,63,64,61,61,65,64,66,66,66,65,56,70,62,43,65,58,26,55,66,80,78,77,61,70,65,80,86,75,49,80,65,66,49,54,52,71,60,54
"12794",3,38,66,66,1,1,41,70,150,59,63,65,65,63,65,59,60,54,58,70,49,39,68,55,71,68,57,65,67,63,65,74,63,67,64,48,54,61,59,55,56,65,67,59,60,50,52,57
"12795",2,23,66,75,8,1,95,72,157,57,61,64,62,61,65,61,64,59,63,69,36,50,64,50,69,61,56,58,67,79,85,70,61,73,57,60,65,65,57,59,56,58,61,53,57,54,64,60
"12796",2,23,66,72,3,1,17,69,152,58,61,63,62,61,65,60,64,59,64,64,51,51,62,23,68,58,41,56,65,83,78,74,60,78,54,82,80,65,47,60,56,58,59,59,53,49,64,63
"12797",3,22,66,74,3,1,27,70,154,59,63,65,65,64,65,58,58,52,55,66,58,42,68,49,71,74,73,64,69,59,61,70,60,68,50,55,64,62,59,55,49,65,67,71,58,45,52,45
"12798",3,18,66,81,2,1,36,66,132,60,64,65,64,60,65,48,51,39,48,66,62,45,66,58,68,57,49,65,70,72,74,66,58,82,62,46,51,42,51,33,31,58,65,61,49,28,36,28
"12799",4,20,66,77,1,1,40,69,159,59,62,65,62,55,64,47,53,43,51,62,53,40,58,47,72,52,33,47,68,93,82,92,58,88,58,51,57,59,41,40,31,58,54,49,57,41,37,31
"12800",3,26,66,66,3,1,17,69,146,60,63,64,64,59,65,49,53,42,49,66,59,46,67,53,70,55,60,65,69,74,73,75,52,67,64,57,65,59,55,34,21,55,61,59,66,50,29,34
"12801",2,24,66,68,5,1,8,67,163,61,63,64,63,60,64,58,61,56,59,62,52,53,63,40,65,50,34,57,63,78,77,81,68,82,65,71,76,65,67,76,49,64,54,57,54,48,47,54
"12802",3,25,66,69,1,1,7,71,183,64,63,64,61,57,64,53,58,52,57,58,64,54,59,40,67,41,31,61,63,86,85,68,58,68,71,82,79,76,55,30,25,64,43,46,58,48,58,53
"12803",3,21,66,78,5,1,22,68,161,61,62,63,62,59,64,53,57,50,56,66,58,54,64,46,64,57,45,59,63,80,81,70,56,72,66,66,62,58,43,60,31,60,64,53,58,32,53,56
"12804",4,19,66,75,6,1,7,66,121,59,62,65,62,56,64,45,52,38,49,65,56,39,60,57,72,56,52,56,60,81,81,77,72,90,63,53,56,34,44,32,30,59,55,57,48,34,27,34
"12805",3,31,66,66,4,1,10,69,146,58,62,65,63,59,65,49,53,41,49,67,59,30,64,51,65,64,63,60,64,76,78,82,61,79,52,78,66,57,54,40,34,60,62,59,55,32,35,24
"12806",3,22,66,73,3,1,11,70,161,61,65,66,65,58,64,45,48,37,44,58,64,32,60,68,71,62,60,56,67,75,72,74,67,71,58,58,52,51,57,52,26,65,62,65,60,20,33,18
"12807",2,24,66,69,3,1,35,68,137,58,61,63,62,62,65,64,67,63,66,61,55,44,65,33,63,38,39,58,63,80,83,81,66,75,48,61,86,70,45,75,59,58,59,41,59,63,66,65
"12808",3,27,66,66,5,1,11,68,161,65,64,65,62,56,64,44,50,41,47,58,66,59,61,58,66,48,31,49,61,85,89,72,59,70,66,77,74,69,59,51,20,63,55,64,53,14,34,23
"12809",3,27,66,66,2,1,17,71,174,63,64,65,64,59,65,53,58,51,57,66,60,52,63,59,66,72,67,53,64,80,80,72,61,71,72,68,70,67,65,74,33,62,62,65,66,35,41,63
"12810",3,21,66,79,2,1,37,71,170,63,63,64,62,60,64,55,58,52,57,65,66,55,66,61,68,48,49,60,66,72,75,61,51,66,64,60,70,60,61,45,45,61,54,62,57,40,59,45
"12811",3,24,66,72,2,1,23,70,172,63,63,64,63,60,64,53,56,50,55,60,59,56,63,58,67,58,59,57,65,78,77,73,59,77,66,53,76,66,62,53,28,61,60,55,63,49,46,43
"12812",3,24,66,69,4,1,9,74,165,62,63,64,62,59,64,55,59,52,58,62,56,51,65,52,68,54,42,52,66,82,85,62,57,54,63,38,66,67,58,32,55,62,54,52,49,52,49,39
"12813",3,25,65,68,3,1,27,68,148,60,63,64,63,58,63,48,53,43,51,61,59,44,63,54,68,59,48,58,66,76,75,79,60,81,64,57,61,45,60,46,25,63,52,59,61,33,40,43
"12814",3,32,65,65,3,1,23,73,159,63,64,64,65,64,65,59,59,56,58,62,54,68,68,62,69,70,65,65,69,66,67,66,63,56,68,63,66,58,60,59,55,62,63,59,65,45,53,46
"12815",4,20,65,74,5,1,33,71,165,58,62,63,62,57,64,43,47,34,43,64,61,44,65,35,68,40,42,61,70,68,70,52,58,58,52,48,54,55,32,25,19,62,60,51,43,20,21,22
"12816",2,21,65,72,2,1,2,68,148,51,58,62,61,60,64,59,64,54,63,60,36,37,65,28,67,31,33,56,70,86,80,84,64,85,36,77,76,43,30,50,60,47,58,40,55,52,55,59
"12817",2,28,65,65,1,1,20,71,168,60,61,63,61,60,64,57,61,56,60,66,45,54,64,52,63,60,59,61,65,77,76,76,64,71,65,62,79,72,63,66,32,64,50,55,65,49,57,61
"12818",4,19,65,81,1,1,28,67,143,58,63,64,63,55,63,42,48,33,45,54,58,34,60,53,69,45,38,47,66,83,79,73,67,83,52,41,52,40,43,26,23,65,58,50,66,24,21,28
"12819",2,24,65,68,1,1,22,74,190,61,61,63,60,58,64,58,62,58,61,64,54,57,61,37,66,57,47,52,60,80,88,67,62,57,60,53,76,75,48,73,49,60,55,45,62,53,54,54
"12820",4,17,65,82,4,1,22,73,165,62,64,65,63,56,63,47,50,43,47,51,62,55,63,40,70,38,32,52,68,85,88,78,58,67,62,65,56,60,55,52,26,55,53,58,48,46,24,20
"12821",4,22,65,77,9,1,16,75,165,58,61,63,62,56,63,42,46,34,42,62,56,29,59,42,68,59,57,62,60,79,82,71,55,67,68,67,66,68,57,32,17,60,61,59,49,27,18,15
"12822",4,22,65,73,1,1,90,69,165,63,65,65,63,57,64,42,47,35,44,58,65,51,59,62,66,48,38,53,67,75,76,73,65,73,66,50,63,47,56,34,20,68,58,50,46,22,22,19
"12823",3,33,65,65,2,1,12,69,170,62,64,65,64,59,63,52,55,51,54,65,59,49,63,60,69,67,66,53,66,68,72,72,65,72,72,51,42,59,65,61,37,62,62,63,62,46,45,51
"12824",2,23,65,70,3,1,20,74,179,62,63,62,63,62,63,60,60,57,59,54,64,58,66,32,63,53,57,58,65,72,66,62,62,59,68,59,80,73,48,49,52,55,69,48,56,57,56,50
"12825",3,27,65,65,3,1,22,71,168,65,63,64,61,54,63,45,50,43,48,55,67,61,52,51,65,53,35,43,64,84,84,80,51,72,65,88,84,75,56,48,31,68,56,50,54,28,27,24
"12826",4,22,65,73,2,1,11,69,148,57,61,63,60,54,63,41,49,34,45,60,52,40,60,48,69,47,42,54,66,88,85,84,58,79,50,60,65,46,44,32,17,60,45,51,47,19,24,26
"12827",4,25,65,68,5,2,12,72,157,58,63,66,63,53,64,40,47,32,44,64,54,29,54,51,71,61,48,48,70,90,92,91,62,70,63,58,32,29,41,22,25,60,59,62,57,22,28,21
"12828",3,27,65,65,1,1,10,70,154,59,62,64,63,59,64,49,52,43,49,68,53,52,65,56,67,72,62,60,64,73,65,76,63,81,62,73,68,51,61,51,28,61,61,53,59,42,28,29
"12829",2,23,65,71,1,1,11,72,176,61,63,63,62,60,63,57,59,55,58,59,62,40,62,43,70,61,58,62,63,78,78,53,49,62,75,71,73,65,74,60,44,57,56,44,62,57,56,54
"12830",2,23,65,71,1,1,20,70,163,59,61,62,60,58,63,56,59,53,58,59,56,46,59,38,59,45,44,55,58,84,85,70,62,74,54,70,91,61,51,75,48,65,57,55,60,51,44,42
"12831",3,22,65,72,2,1,27,71,165,61,63,64,63,59,64,50,53,44,51,64,65,47,66,62,69,70,55,64,70,69,72,58,46,65,66,48,63,59,59,35,30,60,56,56,50,36,42,42
"12832",3,23,65,71,3,1,11,69,154,58,62,64,64,61,63,54,56,48,54,55,57,40,64,59,71,64,57,59,67,71,68,90,56,83,61,66,67,52,47,56,48,60,65,55,61,29,48,49
"12833",3,28,65,65,2,1,13,72,165,60,61,63,61,57,63,51,56,47,53,63,55,49,62,58,67,68,42,54,62,76,80,72,60,70,66,65,82,62,61,49,32,58,52,53,61,44,36,40
"12834",4,22,65,70,1,1,20,67,161,62,63,65,62,53,63,42,50,38,46,65,64,47,60,61,65,50,39,39,64,82,76,87,62,84,64,73,69,50,53,42,18,64,54,50,52,38,18,25
"12835",3,26,65,65,2,1,11,72,163,59,62,64,63,60,63,55,59,54,57,60,47,50,64,52,68,62,56,46,64,78,80,76,60,66,64,67,70,64,62,54,43,57,67,55,60,51,55,45
"12836",2,21,65,74,3,1,20,74,196,61,63,63,64,63,64,58,58,55,57,57,60,54,67,53,67,58,43,64,67,69,65,68,59,71,60,71,67,65,59,58,50,59,66,48,61,37,57,53
"12837",4,22,65,75,4,1,21,72,168,59,62,63,61,57,63,50,54,47,52,67,55,44,61,42,71,55,40,55,65,68,74,67,55,66,61,44,51,69,45,34,33,66,58,50,67,42,52,40
"12838",3,29,65,65,3,1,17,70,163,60,61,62,60,58,63,55,60,51,58,58,56,45,56,52,63,44,56,54,61,86,90,68,61,62,60,58,84,64,52,39,48,58,58,56,52,53,50,43
"12839",3,27,65,65,7,1,25,70,157,63,63,65,62,54,64,40,45,35,42,57,66,55,58,49,68,61,53,55,66,85,83,77,56,69,64,78,64,67,57,39,17,60,53,63,57,18,11,16
"12840",3,27,65,65,2,1,7,69,154,59,62,65,61,55,64,46,50,41,47,67,65,43,59,49,70,62,52,55,67,77,80,73,60,76,44,63,55,44,56,75,27,57,48,62,59,30,32,24
"12841",2,24,65,71,17,1,27,71,174,58,60,62,62,63,63,62,65,62,65,67,48,65,67,32,62,52,34,62,64,68,68,68,68,68,55,76,68,53,45,46,57,55,67,57,59,62,67,68
"12842",4,28,65,65,2,1,33,68,143,63,66,64,64,56,62,40,43,33,41,34,64,57,60,38,68,31,27,49,66,76,76,81,68,83,51,61,61,38,79,25,17,73,51,61,50,20,17,17
