X,ID,Name,Age,Nationality,Overall,Potential,Club,Wage,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,BodyType,Position,JerseyNumber,Height,Weight,ST,CF,W,CAM,CM,OM,CDM,WB,CB,FB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
12523,245368,G.Yal’_in,19,Turkey,63,75,BeÅ™iktaÅ™JK,5,Right,1,2,3,Normal,ST,19,72,170,61,61,60,59,51,58,38,41,35,39,34,65,54,55,59,72,60,37,41,66,72,75,68,56,63,67,54,50,66,56,32,17,48,51,71,50,19,16,21
12530,243322,LimJaeHyeok,19,KoreaRepublic,63,79,DaeguFC,1,Right,1,3,2,Normal,ST,15,71,146,62,62,60,59,51,58,38,42,36,40,29,63,59,56,38,63,45,31,32,62,77,76,67,60,70,60,62,67,63,55,31,15,64,53,57,44,33,12,15
12545,240510,J.Bohui,19,England,63,76,ManchesterUnited,10,Right,1,3,3,Lean,ST,46,69,165,61,62,62,61,52,60,41,44,37,41,45,62,51,58,48,62,48,42,35,65,75,78,71,59,73,59,66,62,64,59,66,21,64,57,64,57,20,16,16
12554,232064,M.Tumminello,19,Italy,63,79,Atalanta,3,Left,1,2,2,Normal,ST,20,71,168,61,58,54,54,49,51,43,41,45,41,28,68,69,52,44,51,26,28,32,60,44,55,53,65,64,70,65,51,55,67,67,29,64,45,57,53,57,18,20
12559,221569,Y.Mena,26,Colombia,63,64,IndependienteMedell’_n,1,Right,1,2,2,Normal,ST,17,72,174,61,59,58,57,52,57,44,46,43,45,43,62,59,52,59,60,55,32,44,59,67,66,70,62,49,64,54,71,78,61,30,12,58,50,60,49,50,33,25
12575,193155,L.Musculus,27,Germany,63,63,KFCUerdingen05,2,Right,1,3,2,Lean,ST,19,71,161,62,60,58,57,49,55,39,41,38,40,37,67,58,48,60,60,57,54,38,62,72,64,72,61,70,61,42,46,72,57,37,24,63,46,63,62,26,20,22
12599,209546,RafhaelLucas,25,Brazil,63,66,JaguaresdeC’_rdoba,1,Right,1,3,3,Normal,ST,29,69,157,62,64,66,64,61,66,53,57,47,54,63,60,51,74,59,74,57,49,67,66,78,83,66,59,76,62,53,59,61,62,33,36,49,53,73,63,35,45,43
12604,242314,S.CamaraJ’_nsson,34,Sweden,63,63,TrelleborgsFF,1,Right,1,3,2,Normal,ST,6,75,192,61,55,51,50,44,49,34,36,36,35,32,71,72,41,45,44,37,35,35,48,60,68,52,50,39,66,48,61,85,62,35,13,66,46,67,69,25,12,15
12613,241292,I.Huguenet,20,Argentina,63,76,DefensayJusticia,3,Right,1,3,3,Lean,ST,30,74,172,61,61,60,60,56,59,50,50,49,50,47,65,56,60,50,64,55,52,58,65,63,63,61,58,51,62,50,45,66,47,50,31,64,53,60,61,48,42,51
12616,197774,C.McAleny,25,England,63,66,FleetwoodTown,2,Right,1,3,3,Normal,ST,10,70,146,62,63,64,62,55,62,43,47,35,43,64,63,45,67,64,64,64,58,50,64,72,76,77,66,80,67,34,48,46,65,54,24,60,49,65,50,24,17,17
12629,234897,J.Arak,23,Poland,63,71,LechiaGdaÅÜsk,2,Right,1,3,3,Normal,ST,18,72,172,61,60,60,59,56,61,50,52,48,51,56,62,63,64,43,56,32,45,57,59,78,79,62,58,65,62,63,60,66,45,61,45,59,57,61,45,22,40,34
12634,172178,B.Corr,33,RepublicofIreland,63,63,CambridgeUnited,4,Right,1,3,2,Normal,ST,9,75,174,61,58,54,56,52,52,48,42,50,42,30,66,68,55,51,47,33,55,40,59,52,47,56,68,48,62,72,41,79,51,84,39,66,56,67,64,43,30,25
12643,205972,R.Bentancourt,25,Uruguay,63,68,IndependienteSantaFe,1,Right,1,3,2,Lean,ST,21,73,163,62,60,60,59,51,59,40,44,37,42,52,63,62,59,51,61,49,50,38,64,68,75,62,62,63,58,68,66,72,55,28,13,58,50,64,59,35,14,12
12648,205461,M.Wegner,29,Germany,63,63,SVMeppen,1,Right,1,4,2,Normal,ST,30,70,176,62,59,59,57,52,58,45,46,44,44,42,60,62,54,58,63,59,36,46,61,76,68,73,56,81,71,80,80,77,60,64,21,57,45,62,54,37,26,20
12649,232085,M.Bringaker,21,Norway,63,71,IKStart,1,Right,1,2,3,Normal,ST,20,70,161,61,61,61,59,53,60,45,48,42,46,45,66,55,52,50,64,52,37,49,66,76,77,75,57,70,64,56,67,54,54,64,25,59,46,51,55,30,34,30
12657,225431,RicardoAlmeida,21,Portugal,63,70,MoreirenseFC,1,Right,1,3,2,Normal,ST,13,72,165,62,60,58,58,52,57,42,42,39,40,38,64,61,58,52,61,49,33,41,64,64,62,60,62,59,64,74,63,66,50,56,21,63,51,55,56,20,21,16
12658,234135,Rafaelson,21,Brazil,63,72,VegaltaSendai,1,Right,1,2,2,Stocky,ST,18,72,205,61,58,55,55,48,53,38,38,38,36,35,67,64,49,52,61,41,37,40,54,61,59,60,56,60,66,68,52,86,58,50,21,59,51,72,53,23,15,13
12665,228249,H.AlJuhayyim,30,SaudiArabia,63,63,AlFateh,6,Right,1,4,2,Normal,ST,9,70,163,62,62,61,61,58,60,51,50,48,49,50,64,62,57,56,62,59,61,56,65,68,68,61,57,59,62,67,66,65,58,72,48,62,60,60,65,29,36,27
12671,240027,A.Vrenezi,24,Kosovo,63,67,SSVJahnRegensburg,2,Right,1,4,3,Normal,ST,7,70,143,61,64,66,63,54,64,40,47,34,43,59,63,39,59,61,74,58,43,40,69,79,78,78,61,77,54,69,60,49,59,36,18,65,48,48,50,24,17,19
12674,231836,J.Karlsson,19,Sweden,63,71,IFElfsborg,1,Right,1,2,3,Lean,ST,19,67,154,62,65,65,63,54,63,42,49,37,46,46,63,44,55,59,74,47,36,40,67,82,77,92,65,90,64,84,60,40,55,35,25,65,53,58,55,29,21,35
12676,230557,A.DaCruz,21,Netherlands,63,73,Parma,6,Right,1,3,3,Lean,ST,7,72,165,62,63,64,61,55,62,46,51,42,49,60,65,52,59,55,65,70,41,48,64,79,78,73,59,67,66,45,58,54,65,32,24,58,53,40,64,48,35,26
12693,242080,G.Guerra,25,Argentina,63,68,ClubAtl’©ticoHurac’çn,1,Right,1,2,3,Normal,ST,12,72,165,62,61,59,61,57,59,42,42,37,39,39,63,66,60,58,64,59,48,55,66,60,57,60,60,60,63,59,59,72,62,30,19,57,65,69,51,16,22,18
12694,179616,L.John-Lewis,29,England,63,63,Shrewsbury,2,Right,1,3,2,Stocky,ST,14,70,190,62,60,60,58,52,60,45,47,42,44,54,58,55,58,47,65,24,21,44,62,69,73,68,55,72,66,47,59,84,41,59,36,68,48,62,54,22,25,18
12695,200609,M.Ziereis,25,Germany,63,66,TSV1860M’_nchen,2,Right,1,4,2,Lean,ST,24,73,181,62,60,59,57,52,58,42,44,38,42,49,67,59,56,64,56,58,38,43,61,70,69,67,59,61,61,70,71,70,52,55,26,63,49,61,52,18,18,15
12708,229284,D.Widemann,21,Germany,63,70,SpVggUnterhaching,1,Right,1,3,3,Lean,ST,17,70,154,61,62,61,60,52,59,41,44,37,42,44,66,54,56,60,65,63,39,47,64,78,78,79,57,78,68,76,54,44,57,38,20,57,50,57,56,31,24,18
12710,234148,W.Janssens,22,Belgium,63,68,Sint-TruidenseVV,2,Right,1,3,2,Lean,ST,22,73,154,61,60,60,57,49,57,41,45,42,44,54,63,65,54,60,63,54,45,33,61,72,78,74,55,71,64,78,50,57,59,63,16,57,45,61,52,20,39,26
12713,243364,D.Watari,25,Japan,63,66,SanfrecceHiroshima,3,Right,1,3,3,Normal,ST,20,69,154,62,62,61,60,53,59,43,46,39,43,45,66,51,57,64,58,65,54,40,64,67,74,69,64,74,65,65,63,53,65,43,22,64,54,63,59,43,21,16
12727,245158,L.Su’çrez,20,Colombia,63,72,Gimn’_sticdeTarragona,8,Right,1,3,2,Normal,ST,26,73,165,61,59,57,57,50,55,37,39,35,38,36,70,72,54,49,58,45,42,35,61,56,64,59,56,65,61,61,55,50,58,38,18,61,52,74,52,20,20,14
12734,185256,J.Hoffman,29,Australia,63,63,NewcastleJets,1,Right,1,2,2,Lean,ST,3,74,174,60,60,61,59,57,61,58,62,60,61,60,58,54,60,43,59,55,32,38,61,75,77,52,61,51,53,56,75,78,48,65,60,63,58,60,56,56,60,52
12742,220074,R.Espejord,22,Norway,63,72,Troms’ÙIL,1,Right,1,4,2,Normal,ST,30,74,190,62,59,57,56,50,55,41,42,40,40,42,65,62,59,62,57,53,35,41,62,58,63,61,56,50,64,74,57,77,55,36,17,62,45,55,62,45,14,13
12746,233386,P.Yrizar,20,Mexico,63,68,Quer’©taro,2,Left,1,3,2,Lean,ST,17,72,157,62,61,61,60,54,60,41,43,37,41,50,66,62,55,46,66,40,32,59,62,74,72,65,59,58,60,64,44,68,54,38,25,55,58,60,55,19,19,16
12748,221611,JuanDelgado,24,Spain,63,70,LevanteUD,4,Right,1,3,2,Normal,ST,37,72,172,62,61,60,59,52,58,39,41,35,39,46,68,58,59,61,61,48,38,44,63,66,60,66,54,71,71,67,50,54,60,45,17,62,55,62,52,20,16,24
12750,241835,J.Hornkamp,20,Netherlands,63,73,SCHeerenveen,2,Right,1,4,2,Normal,ST,35,71,165,61,58,56,55,49,53,39,41,38,40,33,64,64,55,61,52,48,33,41,57,67,75,58,58,66,69,61,49,69,67,32,28,56,47,71,55,26,15,18
12754,235948,G.Martin,27,England,63,63,Lillestr’ÙmSK,1,Right,1,2,2,Normal,ST,9,71,174,62,60,58,59,54,57,43,43,40,41,34,61,67,59,46,58,30,32,42,57,66,66,61,61,57,67,61,65,68,59,54,24,62,62,57,45,22,24,20
12758,244909,Ux’_o,27,Spain,63,63,DeportivodeLaCoru’±a,2,Right,1,3,2,Normal,ST,29,74,165,61,60,57,57,51,56,38,41,36,39,39,65,73,54,49,63,50,39,36,59,59,60,57,56,55,63,63,65,59,67,32,14,60,55,76,48,23,21,19
12793,241591,Brugui,21,Spain,63,73,Gimn’_sticdeTarragona,2,Left,1,3,2,Normal,ST,29,68,150,62,62,63,62,58,63,52,56,50,55,55,60,58,60,52,61,58,57,56,59,85,83,85,63,72,59,67,71,64,58,55,40,63,58,61,60,29,49,48
12796,229816,F.Schubert,23,Austria,63,69,TSVHartberg,2,Right,1,3,2,Lean,ST,12,76,176,61,57,54,53,48,53,42,44,42,42,31,67,58,52,39,48,48,32,39,56,70,72,55,61,54,70,66,69,87,52,38,30,55,42,49,46,41,15,20
12801,246457,C.Ngonge,18,Belgium,63,84,ClubBruggeKV,2,Left,1,4,3,Lean,ST,27,70,143,62,61,61,59,53,59,44,49,42,47,42,62,55,53,37,67,53,30,38,66,76,78,75,60,74,65,63,62,60,64,50,40,58,43,60,60,11,35,35
12810,221373,M.AlSaiari,25,SaudiArabia,63,65,AlHazem,6,Right,1,3,2,Stocky,ST,70,72,185,62,59,59,58,55,59,49,49,47,48,44,63,68,62,47,60,46,52,57,58,70,71,65,58,58,59,81,69,72,55,60,36,62,44,40,55,33,28,35
12813,245437,A.Gaich,19,Argentina,63,78,SanLorenzodeAlmagro,2,Right,1,2,2,Normal,ST,38,75,174,61,60,58,58,51,56,39,41,36,39,38,65,63,59,46,58,41,38,33,65,58,60,57,60,48,55,62,59,70,57,30,19,66,52,61,56,17,15,21
12816,245438,A.AbduJaber,21,Eritrea,63,65,AlWehda,4,Right,1,3,2,Normal,ST,71,70,154,61,60,58,58,50,57,36,40,32,38,39,66,61,49,64,61,59,39,40,59,70,69,59,60,74,62,63,63,57,63,29,15,62,55,68,49,17,13,15
12831,221379,S.Herrera,23,Colombia,63,69,Atl’©ticoHuila,1,Right,1,3,2,Normal,ST,9,71,157,61,61,59,59,53,58,41,44,38,42,35,64,57,58,47,58,31,27,39,64,71,72,70,64,69,60,63,64,67,45,32,21,60,57,61,55,20,22,24
12834,202180,L.McAlinden,24,RepublicofIreland,63,66,CheltenhamTown,3,Left,1,2,2,Lean,ST,10,73,163,61,59,59,56,49,58,37,43,35,41,47,63,61,50,57,61,34,44,40,59,79,78,59,58,57,60,65,66,68,57,40,17,60,43,61,58,18,12,21
12863,237770,Y.Hasegawa,30,Japan,63,63,ShimizuS-Pulse,1,Right,1,3,3,Lean,ST,18,74,172,62,61,58,60,53,56,39,38,36,36,31,64,68,62,56,65,38,35,36,68,49,55,61,50,49,66,67,57,70,60,42,13,61,61,56,58,21,11,16
12888,224462,TanTiancheng,27,ChinaPR,63,64,ChangchunYataiFC,3,Right,1,3,2,Normal,ST,20,70,154,61,62,59,58,51,57,39,43,36,41,27,65,60,51,38,63,37,33,33,61,68,74,64,65,73,62,63,65,46,47,26,27,68,55,58,44,31,18,16
12890,171982,C.Andrew,31,England,63,63,Rochdale,1,Left,1,3,2,Normal,ST,9,74,181,62,59,58,58,56,59,55,55,56,54,50,59,68,56,44,51,58,25,50,65,68,76,60,61,69,65,84,81,82,53,77,45,57,58,61,57,48,38,41
12914,245716,S.Essende,20,France,63,74,KASEupen,10,Right,1,3,2,Stocky,ST,23,76,192,61,58,55,54,46,53,39,39,40,38,31,61,66,54,52,61,38,34,30,63,68,75,53,46,43,67,64,51,82,52,61,18,56,41,61,48,22,21,18
12915,221141,A.Bakayoko,22,SierraLeone,63,68,CoventryCity,2,Left,1,3,2,Normal,ST,21,76,187,61,59,59,57,52,59,48,51,48,50,53,60,57,55,53,59,38,35,39,56,75,82,65,56,46,70,52,85,81,52,80,30,58,53,55,55,28,37,35
12937,236507,T.Conechny,20,Argentina,63,78,PortlandTimbers,3,Left,1,3,2,Normal,ST,19,67,143,62,61,61,59,50,59,37,43,33,41,39,65,62,55,53,61,41,41,35,64,78,81,89,61,84,61,87,66,37,55,31,15,62,45,61,47,19,17,17
12941,245212,R.Uldrikis,20,Latvia,63,78,FCSion,5,Right,1,3,2,Normal,ST,9,78,203,62,57,56,56,52,55,45,43,46,42,49,62,75,55,50,55,32,29,52,59,55,55,49,50,59,62,68,65,92,59,60,25,65,52,55,70,35,25,20
12951,245215,S.Pino,24,Chile,63,69,CDUniversidaddeConcepci’_n,1,Right,1,3,3,Normal,ST,7,78,207,61,60,58,59,54,58,44,43,42,41,32,64,69,58,36,66,33,32,56,63,63,65,65,53,67,57,70,65,72,51,59,21,61,52,56,65,23,26,24
12971,242661,H.Camara,20,SaudiArabia,63,77,AlQadisiyah,3,Right,1,3,2,Normal,ST,9,72,179,61,60,59,58,51,58,39,42,36,39,42,64,55,52,53,60,55,45,43,59,73,75,66,60,67,59,84,63,73,55,42,23,62,53,58,59,15,18,11
12973,231910,KimGunHee,23,KoreaRepublic,63,69,SangjuSangmuFC,2,Right,1,5,2,Lean,ST,56,72,157,62,61,61,59,54,60,48,50,47,48,59,60,60,58,53,59,43,27,40,61,69,74,59,62,57,66,63,58,70,58,69,48,61,58,58,65,24,32,25
12998,244972,RicardoSchutte,20,Portugal,63,72,RioAveFC,2,Right,1,3,3,Lean,ST,77,71,157,62,60,58,58,51,56,39,41,37,39,38,66,57,58,63,64,51,32,42,61,67,68,64,62,67,70,73,53,70,61,36,19,52,47,68,52,20,18,17
13007,204528,W.Jord’çn,27,Colombia,63,63,Itag’_’_LeonesFC,1,Right,1,2,2,Normal,ST,25,71,192,61,59,58,59,57,58,48,46,42,44,48,64,63,55,58,60,60,47,59,61,58,51,64,61,58,72,31,63,74,52,34,48,56,65,56,60,35,22,12
13010,204785,M.Mandron,23,France,63,70,ColchesterUnited,3,Left,1,3,3,Normal,ST,19,75,181,62,60,58,58,55,57,51,51,52,50,39,60,64,55,52,63,52,26,32,64,65,58,65,60,53,67,69,78,80,56,67,42,60,58,60,64,45,41,36
13014,237041,M.Barreiro,33,Argentina,63,63,Atl’©ticoHuila,1,Right,1,3,2,Normal,ST,19,68,172,61,60,58,57,50,56,38,40,36,38,34,70,59,52,62,76,60,32,41,58,60,62,57,56,73,75,51,51,56,60,31,12,46,53,74,49,37,21,21
13023,216052,F.Coniglio,26,Argentina,63,64,ClubAtl’©ticoLan’_s,4,Right,1,3,2,Stocky,ST,9,72,185,62,58,56,57,52,55,44,41,43,40,38,68,72,60,43,58,33,34,49,61,41,60,66,58,50,58,63,55,86,52,45,23,62,46,45,47,33,23,16
13035,239352,R.Guder,23,Germany,63,69,SVWehenWiesbaden,2,Right,1,4,2,Normal,ST,13,72,174,62,61,62,59,52,61,41,48,39,45,59,62,52,52,49,65,51,41,42,61,84,86,74,58,73,69,71,73,74,61,45,20,55,52,50,48,21,23,24
13078,243972,JordiS’çnchez,23,Spain,62,68,CDNumancia,2,Right,1,3,2,Lean,ST,20,75,179,61,58,55,55,47,53,37,39,37,37,33,67,64,55,53,57,33,32,26,55,60,61,54,58,48,62,60,56,72,53,27,15,63,49,56,49,36,17,10
13090,242183,D.Otto,19,Germany,62,81,TSG1899Hoffenheim,3,Right,1,3,3,Normal,ST,26,73,181,60,57,56,55,48,55,37,40,35,38,43,68,63,54,46,54,43,34,38,55,66,65,55,56,62,60,67,60,68,56,32,13,59,49,68,53,27,16,14
13120,241169,BorjaEstepa,19,Spain,62,75,C’_rdobaCF,1,Right,1,3,3,Lean,ST,28,67,152,61,62,62,61,53,60,39,43,33,40,39,68,52,58,56,72,63,37,47,66,82,75,80,54,80,67,53,59,49,62,33,15,43,57,69,52,25,14,16
13123,224018,Rub’©nMesa,26,Spain,62,65,VillarrealCF,5,Right,1,3,2,Normal,ST,32,72,165,60,59,56,56,50,54,40,40,38,38,35,65,62,57,55,59,42,43,35,57,62,52,53,55,59,63,71,63,60,64,68,19,66,49,73,49,22,20,19
13132,240660,M.L’©ris,20,France,62,76,ChievoVerona,2,Right,1,3,2,Normal,ST,11,73,172,60,57,54,53,47,52,37,39,38,38,36,68,68,42,57,58,51,31,30,64,52,54,45,56,55,61,64,53,68,49,19,11,61,51,62,59,36,24,26
13134,242965,F.Hornby,18,Scotland,62,81,Everton,7,Right,1,2,2,Normal,ST,45,74,170,60,59,56,57,51,55,40,39,37,37,35,65,61,54,50,64,53,40,44,60,58,54,55,58,62,62,63,56,69,55,50,16,60,52,54,58,19,21,19
13139,245526,A.Akinyemi,19,Nigeria,62,76,IKStart,1,Right,1,3,3,Normal,ST,77,74,181,60,59,57,55,47,55,36,40,35,38,33,63,59,47,41,61,42,28,32,64,72,75,60,55,62,62,71,60,70,55,41,21,57,44,59,51,15,12,19
13143,238616,PedroNeto,18,Portugal,62,79,Lazio,1,Left,1,3,3,Normal,ST,30,68,139,61,63,62,62,55,59,40,42,33,39,38,64,51,60,51,65,54,40,44,68,63,63,86,65,80,62,53,53,40,63,32,16,64,56,62,58,22,19,15
13144,186136,C.Fagan,29,RepublicofIreland,62,62,St.Patrick'sAthletic,1,Right,1,3,2,Normal,ST,9,69,146,61,59,57,59,53,57,43,42,40,40,34,62,64,58,53,57,52,53,52,61,67,69,77,52,72,62,71,68,75,54,56,23,61,57,63,55,22,19,18
13145,203289,M.Clayton,23,England,62,69,Blackpool,2,Right,1,3,2,Lean,ST,10,69,154,61,61,63,60,54,62,42,47,37,45,60,62,53,57,54,60,40,47,45,62,78,76,85,61,80,58,55,68,52,48,53,24,66,56,53,58,23,21,19
13156,245532,H.Silveira,25,Uruguay,62,67,ClubAtl’©ticoTigre,3,Right,1,2,2,Normal,ST,26,74,181,60,55,51,51,46,49,36,35,37,34,39,61,72,44,48,48,39,32,39,55,41,51,46,58,48,74,60,47,87,54,32,11,64,54,65,62,16,22,17
13157,246044,Andr’©sMart’_n,18,Spain,62,78,C’_rdobaCF,1,Right,1,3,3,Normal,ST,30,69,159,60,60,60,59,53,58,41,42,38,40,51,63,59,58,56,63,55,43,52,62,66,64,60,59,66,59,61,33,54,62,49,23,61,53,61,59,21,25,22
13160,228382,D.Agyei,21,England,62,71,Burnley,7,Left,1,3,2,Lean,ST,32,72,170,60,59,58,57,51,57,43,44,42,43,39,56,59,55,49,60,55,33,40,59,75,75,66,56,60,64,68,60,74,53,60,25,61,54,59,65,29,23,25
13165,224032,J.Porsan-Cl’©ment’©,20,France,62,70,MontpellierHSC,4,Right,1,3,2,Lean,ST,17,70,152,60,59,60,58,55,58,54,57,57,57,63,63,63,57,56,59,47,39,53,58,66,67,69,57,68,60,66,46,57,55,55,45,61,53,60,56,59,62,59
13171,226084,R.Hardie,21,Scotland,62,74,LivingstonFC,7,Right,1,3,2,Lean,ST,9,74,165,61,60,60,57,49,58,38,45,35,43,39,64,48,49,37,58,38,27,42,61,86,91,70,59,71,60,70,73,58,57,27,18,63,40,59,51,23,21,18
13173,172068,L.Dodds,31,England,62,62,PortVale,3,Right,1,3,3,Normal,ST,19,70,176,61,62,62,63,59,62,48,50,43,47,54,61,52,65,58,64,54,56,59,63,69,72,77,55,73,60,65,74,68,59,41,24,60,64,55,55,34,33,28
13181,209702,M.Agger,25,Denmark,62,64,Sarpsborg08FF,1,Right,1,3,2,Normal,ST,18,71,161,61,60,58,57,48,56,39,42,38,41,31,63,52,48,45,62,44,27,28,61,79,75,66,61,70,63,68,58,63,53,36,23,62,50,57,53,32,20,19
13187,239910,A.Boupendza,21,Gabon,62,72,GFCAjaccio,5,Right,1,3,2,Normal,ST,17,71,174,61,59,57,56,49,55,37,40,35,38,39,66,61,52,58,59,39,40,32,59,61,63,57,60,62,66,73,57,61,60,31,20,58,53,70,47,14,17,20
13191,224039,I.AlMaghrabi,26,SaudiArabia,62,63,AlTaawoun,4,Right,1,3,2,Normal,ST,70,69,154,61,59,58,56,50,57,41,43,41,41,48,62,71,46,54,65,63,48,41,60,69,63,63,60,67,62,87,63,74,57,64,21,53,56,64,65,19,22,22
13210,240941,L.Pintor,17,France,62,83,OlympiqueLyonnais,5,Right,1,3,2,Lean,ST,17,70,146,61,61,60,59,51,58,39,43,36,41,41,64,59,55,59,64,51,40,40,62,78,75,70,51,73,63,58,54,54,59,29,19,59,55,59,50,24,28,18
13220,200239,T.Cicek,26,Turkey,62,65,Neuch’¢telXamax,2,Left,1,3,2,Normal,ST,18,70,157,61,59,60,57,53,59,47,51,45,50,54,63,57,56,59,60,49,55,55,61,75,80,67,57,58,63,69,62,59,56,55,41,56,39,53,46,24,34,39
13298,233027,D.vanderHeijden,21,Netherlands,62,72,Carpi,1,Right,1,2,2,Lean,ST,17,76,165,61,57,53,54,48,51,37,39,37,38,23,62,70,55,61,43,30,32,30,65,65,69,63,54,50,70,74,57,77,50,17,22,54,50,55,56,10,18,23
13302,224324,O.Zawada,22,Poland,62,67,WisÅäaPÅäock,1,Right,1,3,2,Lean,ST,16,76,183,60,57,55,55,49,54,40,41,39,40,41,62,65,51,58,56,53,39,34,65,60,54,57,49,49,67,53,64,78,56,40,22,58,51,59,46,20,23,22
13337,216656,J.Sinclair,21,England,62,73,Sunderland,7,Right,1,4,2,Lean,ST,17,71,174,60,60,61,59,54,60,49,52,45,50,52,65,45,60,55,64,48,39,44,61,77,75,72,58,72,59,52,64,63,54,53,43,59,47,63,58,39,34,32
13342,191569,GaoDi,28,ChinaPR,62,62,ShanghaiGreenlandShenhuaFC,3,Right,1,3,2,Lean,ST,18,70,165,61,58,56,55,53,55,52,53,53,52,34,66,62,43,54,58,52,54,36,57,64,74,62,66,64,56,72,76,73,58,54,66,58,54,43,55,52,36,32
13357,246613,J.Zwarts,19,Netherlands,62,77,Feyenoord,1,Left,1,3,3,Normal,ST,39,73,163,60,60,62,58,50,61,39,46,36,43,66,65,51,54,53,66,50,32,39,63,77,84,64,53,65,63,70,56,70,52,30,20,51,50,60,51,18,22,17
13360,244822,R.Fergonzi,29,Argentina,62,62,PatriotasBoyac’çFC,1,Right,1,3,3,Normal,ST,9,70,172,61,58,56,55,47,52,34,35,34,33,30,68,57,42,44,65,36,30,34,66,48,53,76,47,63,62,64,50,80,60,26,16,69,43,56,50,17,17,14
13362,232023,A.Pelvas,29,Finland,62,62,HJKHelsinki,1,Left,1,3,2,Normal,ST,9,71,170,61,61,61,59,53,60,43,48,39,45,52,63,41,54,60,61,55,47,45,60,73,77,66,60,64,68,55,71,57,65,36,18,64,52,62,58,59,21,16
13365,245079,A.Oviedo,22,Paraguay,62,69,Newell'sOldBoys,3,Right,1,3,2,Lean,ST,19,71,154,61,61,60,59,51,58,38,42,33,39,33,65,56,59,49,62,42,26,35,63,75,72,70,65,68,55,57,61,50,52,34,18,62,49,57,60,15,17,15
13367,243032,HugoDuro,18,Spain,62,75,GetafeCF,2,Left,1,3,2,Normal,ST,27,71,165,61,58,55,55,48,53,39,40,39,39,31,72,58,52,45,50,38,27,34,58,58,61,48,65,64,61,68,51,64,55,35,22,64,46,56,49,37,17,20
13383,223579,ErnestForg’çs,24,Spain,62,66,CFReusDeportiu,2,Right,1,3,2,Normal,ST,34,74,161,61,58,54,55,50,52,43,42,45,42,32,69,77,49,54,60,44,37,29,62,41,51,48,55,55,66,62,58,58,61,55,27,56,58,70,49,48,25,27
13404,244321,D.Mullen,23,Scotland,62,66,St.Mirren,2,Right,1,4,3,Normal,ST,18,70,139,61,60,60,59,54,59,49,52,48,51,44,61,59,56,58,61,54,32,42,60,79,83,72,56,63,61,76,77,61,58,75,39,57,53,63,56,35,37,34
13412,242275,A.Mosquera,30,Colombia,62,62,LaEquidad,1,Right,1,3,2,Normal,ST,17,74,181,61,58,55,54,49,53,43,43,46,42,30,63,66,45,52,58,42,37,35,56,63,67,56,57,48,66,55,61,77,53,66,24,62,53,62,55,43,32,23
13436,228713,M.G’_mez,21,Colombia,62,76,EnvigadoFC,1,Right,1,3,2,Normal,ST,19,71,154,60,58,56,56,49,55,40,42,39,41,31,65,58,52,47,58,45,31,40,55,70,74,63,62,68,55,69,60,68,47,32,19,64,46,62,48,44,17,19
13437,230505,Fachendinho,26,Brazil,62,62,Santos,3,Right,1,3,3,Normal,ST,20,71,163,60,59,58,56,52,57,42,46,39,44,59,70,60,51,57,63,53,50,44,65,51,50,53,71,53,62,71,69,51,64,53,22,52,41,65,53,13,28,32
13440,235370,Yago,21,Brazil,62,76,LobosBUAP,1,Right,1,3,2,Lean,ST,21,68,141,61,63,62,61,52,60,38,43,33,41,34,63,54,57,59,71,51,32,45,64,87,89,80,58,75,60,46,56,41,54,34,16,54,52,68,48,16,21,21
13444,216172,M.PióÄtkowski,33,Poland,62,62,MiedÅ_Legnica,1,Right,1,3,3,Normal,ST,77,73,165,60,57,56,56,49,55,39,41,38,39,37,67,67,53,55,64,44,33,40,61,57,63,63,57,66,60,61,65,78,59,30,16,45,50,66,56,35,12,16
13454,214385,O.Rodas,31,Colombia,62,62,Boyac’çChic’_FC,1,Right,1,3,2,Stocky,ST,14,69,165,60,60,57,58,51,56,39,40,35,38,22,62,47,52,49,61,33,29,43,60,72,75,74,60,73,68,70,63,61,56,50,16,64,50,52,56,22,17,19
13456,240497,I.Wadji,23,Senegal,62,71,FKHaugesund,1,Right,1,3,2,Lean,ST,17,69,163,58,59,61,57,49,59,39,45,38,43,58,54,49,46,45,63,49,37,41,61,88,88,81,53,83,60,76,47,57,53,54,22,61,53,50,64,21,28,22
13469,242291,K.Br’_nker,24,Germany,62,69,BradfordCity,2,Right,1,3,2,Normal,ST,18,75,172,61,56,53,52,47,53,38,39,38,38,30,61,69,46,54,49,38,32,45,48,77,81,60,55,54,67,63,76,85,52,63,13,61,47,59,53,23,14,12
13477,230517,TiagildoSerra,30,Brazil,62,62,SportClubdoRecife,3,Left,1,3,3,Normal,ST,20,69,154,61,63,61,62,57,61,43,46,37,44,55,59,55,45,55,65,57,56,51,70,57,61,53,69,72,63,58,67,50,55,25,22,67,75,68,61,30,23,25
